Estado;Referencia;Nombre;Categoría;Descripción corta;Descripción;Tallas;Colores;Precio sin IVA;Precio con IVA;URL imágenes;Fabricante;Fecha última modificación
Activo;LFNSSM-LEG-2445;Leggins dos tejidos;Lencería Femenina,Leggins;"Leggins naylon dos tejidos.";"<p style=""margin: 0.5em 0px; padding: 0px; outline: 0px; border: 0px currentColor; border-image: none; color: #666666; line-height: 20px; font-family: Arial; font-size: 13px;"">Leggins diseño.</p>
<p style=""margin: 0.5em 0px; padding: 0px; outline: 0px; border: 0px currentColor; border-image: none; color: #666666; line-height: 20px; font-family: Arial; font-size: 13px;"">Este tipo de Leggins esta compuesto por un 85% de Nailon y un 15% de elastano.</p>
<p style=""margin: 0.5em 0px; padding: 0px; outline: 0px; border: 0px currentColor; border-image: none; color: #666666; line-height: 20px; font-family: Arial; font-size: 13px;"">Precios especiales para distribuidores.</p>
<p style=""margin: 0.5em 0px; padding: 0px; outline: 0px; border: 0px currentColor; border-image: none; color: #666666; line-height: 20px; font-family: Arial; font-size: 13px;"">No dejen de consultar nuestras ofertas para los packs de Leggins.</p>
<p style=""margin: 0.5em 0px; padding: 0px; outline: 0px; border: 0px currentColor; border-image: none; color: #666666; line-height: 20px; font-family: Arial; font-size: 13px;""><img src=""http://www.lenceriafinissima.com/images/inch.jpg"" border=""0"" alt="""" /></p>";Talla única;Dorado,Plateado;6.50;7.87;http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-2445.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-244501.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-2445026.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-244503.jpg;Lencería Finíssima;2015-03-06 09:08:28
Activo;LFNSSM-LEG-2446;Novedoso leggins;Lencería Femenina,Leggins;"Leggins de naylon.";"<p style=""margin: 0.5em 0px; padding: 0px; outline: 0px; border: 0px currentColor; border-image: none; color: #666666; line-height: 20px; font-family: Arial; font-size: 13px;"">Leggins dos tejidos.</p>
<p style=""margin: 0.5em 0px; padding: 0px; outline: 0px; border: 0px currentColor; border-image: none; color: #666666; line-height: 20px; font-family: Arial; font-size: 13px;"">Este tipo de Leggins esta compuesto por un 85% de Nailon y un 15% de elastano.</p>
<p style=""margin: 0.5em 0px; padding: 0px; outline: 0px; border: 0px currentColor; border-image: none; color: #666666; line-height: 20px; font-family: Arial; font-size: 13px;"">Precios especiales para distribuidores.</p>
<p style=""margin: 0.5em 0px; padding: 0px; outline: 0px; border: 0px currentColor; border-image: none; color: #666666; line-height: 20px; font-family: Arial; font-size: 13px;"">No dejen de consultar nuestras ofertas para los packs de Leggins.</p>
<p style=""margin: 0.5em 0px; padding: 0px; outline: 0px; border: 0px currentColor; border-image: none; color: #666666; line-height: 20px; font-family: Arial; font-size: 13px;""><img src=""http://www.lenceriafinissima.com/images/inch.jpg"" border=""0"" alt="""" /></p>";Talla única;;6.50;7.87;http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-2446.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-244601.jpg;Lencería Finíssima;2015-02-17 12:23:14
Activo;LFNSSM-LEG-2447;Negros leggins;Lencería Femenina,Leggins;"Leggins de naylon.";"<p style=""margin: 0.5em 0px; padding: 0px; outline: 0px; border: 0px currentColor; border-image: none; color: #666666; line-height: 20px; font-family: Arial; font-size: 13px;"">Leggins negros.</p>
<p style=""margin: 0.5em 0px; padding: 0px; outline: 0px; border: 0px currentColor; border-image: none; color: #666666; line-height: 20px; font-family: Arial; font-size: 13px;"">Este tipo de Leggins esta compuesto por un 85% de Nailon y un 15% de elastano.</p>
<p style=""margin: 0.5em 0px; padding: 0px; outline: 0px; border: 0px currentColor; border-image: none; color: #666666; line-height: 20px; font-family: Arial; font-size: 13px;"">Precios especiales para distribuidores.</p>
<p style=""margin: 0.5em 0px; padding: 0px; outline: 0px; border: 0px currentColor; border-image: none; color: #666666; line-height: 20px; font-family: Arial; font-size: 13px;"">No dejen de consultar nuestras ofertas para los packs de Leggins.</p>
<p style=""margin: 0.5em 0px; padding: 0px; outline: 0px; border: 0px currentColor; border-image: none; color: #666666; line-height: 20px; font-family: Arial; font-size: 13px;""><img src=""http://www.lenceriafinissima.com/images/inch.jpg"" border=""0"" alt="""" /></p>";Talla única;;6.50;7.87;http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-244701.jpg;Lencería Finíssima;2015-02-17 12:23:36
Activo;LFNSSM-LEG-2448;Leggins deportivos;Lencería Femenina,Leggins;"Leggins deportivos de naylon.";"<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;"">Leggins deportivos.  </p>
<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;"">Este tipo de Leggins esta compuesto por un 85% de Nailon y un 15% de elastano.</p>
<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;"">Precios especiales para distribuidores.</p>
<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;"">No dejen de consultar nuestras ofertas  para los packs de Leggins.</p>
<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;""> </p>
<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;"">                        <strong style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; background-color: transparent;"">MEDIDAS</strong></p>
<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;""><img src=""http://www.lenceriafinissima.com/images/inch.jpg"" border=""0"" alt="""" style=""margin: 0px; padding: 0px; outline: 0px; background-color: transparent;"" /></p>";Talla única;Azul,Amarillo,Rosa,Blanco,Negro,Marrón;5.00;6.05;http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-24481.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-2448.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-24482.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-24484.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-24485.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-24486.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-24487.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-24489.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-244811.jpg;Lencería Finíssima;2015-02-17 12:04:50
Activo;LFNSSM-MED-10012;Medias Rojas con Lazos;Lencería Femenina,Medias;"Medias rojas";"<p><span style=""color: #666666; font-family: Arial; font-size: 13px; line-height: 20px;"">88% naylon y 12% elástico.</span></p>";Talla única;Rojo;4.50;5.45;http://www.lenceriafinissima.com/images/stories/virtuemart/product/med-10012.jpg;Lencería Finíssima;2015-03-02 21:00:29
Activo;LFNSSM-NAV-0006;Corset Navidad;Lencería Femenina,Corsets;"Corset Navideño";"<p>Corset Navideño.  </p>
<p>Novedoso corset de textil rojo, con detalles de plumas blancas.</p>
<p>Se abrocha con lazada cruzada por detrás.</p>
<p>Incluye tanga a juego.</p>
<p><img src=""http://www.lenceriafinissima.com/images/tabla_tallas.jpg"" border=""0"" alt="""" /></p>
<p> </p>
<p> </p>
<p> </p>";S,M,L,XL;Rojo;13.00;15.73;http://www.lenceriafinissima.com/images/stories/virtuemart/product/nav-0006.jpg;Lencería Finíssima;2015-03-02 20:59:57
Activo;LFNSSM-PIC-5001;Picardias Bodas;Lencería Femenina,Picardias,Bodas,Picardias;"Picardias boda lunares";"<p>Sensacional picardias para la noche de bodas.</p>
<p>Confeccionado con microtul semitransparente y decorado con grandes lunares en color blanco. </p>
<p>Incluye tanga a juego.</p>";Talla única;Blanco,Negro;7.00;8.47;http://www.lenceriafinissima.com/images/stories/virtuemart/product/pic-5001.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/pic-5001_2.jpg;Lencería Finíssima;2015-02-09 13:49:40
Activo;LFNSSM-PIC-5004;Picardias Lazo Azul;Lencería Femenina,Picardias,Bodas,Picardias;"Seductor picardias lazo azul.";"<p>Sensacional picardias.  </p>
<p>Estupendo picardias dos capas de microtul color blanco, con un lazo de raso en color azul en la parte inferior del pecho.</p>
<p>Incluye tanga de cortesía a juego.</p>";Talla única;Blanco;9.00;10.89;http://www.lenceriafinissima.com/images/stories/virtuemart/product/pic-5004.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/pic-5004_1.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/pic-5004_3.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/pic-5004_4.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/pic-5004_5.jpg;Lencería Finíssima;2015-04-09 11:41:11
Activo;LFNSSM-PIC-5007;Picardias Encaje Azul;Lencería Femenina,Picardias;"Picardias blue";"<p>Picardias azul.    </p>
<p>Confeccionado de encaje delantero y trasero, también contiene microtul en la parte del pecho.</p>
<p>Tirantes ajustables.</p>
<p>Incluye tanga a juego.</p>
<p> </p>
<p> </p>";Talla única;;9.00;10.89;http://www.lenceriafinissima.com/images/stories/virtuemart/product/pic-5007.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/pic-5007_2.jpg;Lencería Finíssima;2015-02-09 13:52:14
Activo;LFNSSM-PIC-5016;Picardias Kiss Kiss;Lencería Femenina,Picardias;"Picardía besos";"<p>Picardias semitransparente con dos detalles en los pechos.</p>
<p>Sensual picardias de microtul negro con ribetes en negro.</p>
<p>Incluye tanga a juego.</p>";Talla única;;9.00;10.89;http://www.lenceriafinissima.com/images/stories/virtuemart/product/pic-5016.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/pic-5016_2.jpg;Lencería Finíssima;2015-02-09 13:53:00
Activo;LFNSSM-PIC-5024;Picardias transparent;Lencería Femenina,Picardias;"Picardias lazos atrevidos";"<p>Picardias de microtul negro semitransparente con lazos negros y pechos descubiertos.</p>
<p>Incluye tanga a juego.</p>";Talla única;Negro,Rojo;8.00;9.68;http://www.lenceriafinissima.com/images/stories/virtuemart/product/pic-5024.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/pic-5024_2.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/pic-5024_3.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/pic-5024_4.jpg;Lencería Finíssima;2015-02-09 13:54:22
Activo;LFNSSM-PIC-5092;Picardias Azul;Lencería Femenina,Picardias;"Picardias con lazo azul celeste.";"<p>Picardias de microtul color azul diseñado con un lacito haciendo juego en la parte central del pecho.</p>
<p>Incluye tanga a juego.</p>";Talla única;;9.00;10.89;http://www.lenceriafinissima.com/images/stories/virtuemart/product/pic-5092.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/pic-5092_2.jpg;Lencería Finíssima;2015-02-09 13:55:00
Activo;LFNSSM-PIC-5369;Elegante picardias;Lencería Femenina,Picardias;"Elegante picardías color negro.";"<p>Novedoso picardías.  </p>
<p>Confeccionado con microtul semitransparente y tela de raso en dos colores cris y negro.</p>
<p>Diseñado con un lateral abierto que se complementa con un lazo de seda negro.</p>
<p>Incluye tanga de cortesía a juego.</p>";Talla única;;9.00;10.89;http://www.lenceriafinissima.com/images/stories/virtuemart/product/pic-5369.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/pic-53691.jpg;Lencería Finíssima;2015-02-27 19:02:42
Activo;LFNSSM-PIC-5390;Picardias seductor;Lencería Femenina,Picardias;"Sensacional picardias dos tejidos.";"<p>Atractivo picardias.  </p>
<p>Confeccionado con microtul semitransparente en color violeta y tela de encaje floral en color blanco.</p>
<p>Se complementa con un lacito de seda en la parte central del pecho.</p>
<p>Incluye tanga de cortesía a juego.</p>";Talla única;;9.00;10.89;http://www.lenceriafinissima.com/images/stories/virtuemart/product/pic-5390.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/pic-53901.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/pic-53902.jpg;Lencería Finíssima;2015-03-06 09:08:49
Activo;LFNSSM-PIC-5409;Picardias cobre;Lencería Femenina,Picardias;"Atractivo picardias color cobre.";"<p>Sensacional picardias.  </p>
<p>Confeccionado con microtul semitransparente y tela de encaje color cobre en la parte del pecho.</p>
<p>Diseñado con unos estupendos volantes en la parte inferior del picardias y ribeteado con lazo negro de seda.</p>
<p>Incluye tanga de cortesía a juego.</p>";Talla única;;9.50;11.50;http://www.lenceriafinissima.com/images/stories/virtuemart/product/pic-54094.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/pic-540917.jpg;Lencería Finíssima;2015-02-27 19:04:16
Activo;LFNSSM-PIC-5415;Picardias con bata;Lencería Femenina,Picardias;"Picardias acompañado con una estupenda bata de seda.";"<p>Sensual picardias.  </p>
<p>Confeccionado con satén según color elegido.</p>
<p>Acompañado con una elegante bata sexy de satén con solapa, puños y cinturón según color elegido.</p>
<p><span style=""line-height: 1.3em;"">Incluye tanga de </span>cortesía<span style=""line-height: 1.3em;""> a juego.</span></p>
<p> </p>
<p> </p>";Talla única;Negro,Rosa,Violeta;11.00;13.31;http://www.lenceriafinissima.com/images/stories/virtuemart/product/pic-5415.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/pic-54151.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/pic-54152.jpg;Lencería Finíssima;2015-02-27 19:05:23
Activo;LFNSSM-TAN-05;Tapa pezones lacitos;Complementos,Tapa Pezones;"100% Polyester";"<p>100% Polyester</p>";Talla única;;6.30;7.62;http://www.lenceriafinissima.com/images/stories/virtuemart/product/tap-05.jpg;Lencería Finíssima;2015-03-04 11:07:09
Activo;LFNSSM-TAN-7000;Culotte Blanco Novias;Lencería Femenina,Braguitas,Bodas,Tangas y Braguitas;"Culotte de encaje";"<p>Culotte.</p>
<p>Ropa interior de encaje color blanco.</p>
<p> </p>";Talla única;Blanco;3.00;3.63;http://www.lenceriafinissima.com/images/stories/virtuemart/product/tan-7000.jpg;Lencería Finíssima;2015-04-09 11:41:52
Activo;LFNSSM-TAN-7001;Sexy Panty;Bodas,Tangas y Braguitas,Lencería Femenina,Tangas;"Sexy panty.";"<p>Sexy panty.</p>
<p>Doble cintura en color blanco.</p>";Talla Unica (M/L);;3.15;3.81;http://www.lenceriafinissima.com/images/stories/virtuemart/product/tan-7001.jpg;Lencería Finíssima;2015-04-09 11:42:43
Activo;LFNSSM-TAP-02;Tapa pezones blancos;Complementos,Tapa Pezones;"100% POLYESTER";"<p>100% Polyester</p>";Talla única;;6.30;7.62;http://www.lenceriafinissima.com/images/stories/virtuemart/product/tap-02.jpg;Lencería Finíssima;2015-03-04 11:07:44
Activo;LFNSSM-TAP-03;Tapa pezones colgantes;Complementos,Tapa Pezones;"100% POLYESTER";"<p>100% Polyester</p>";Talla única;;6.30;7.62;http://www.lenceriafinissima.com/images/stories/virtuemart/product/tap-03.jpg;Lencería Finíssima;2015-03-04 11:07:30
Activo;LFNSSM-TAP-06;Tapa pezones conejito;Complementos,Tapa Pezones;"100% Polyester";"<p>100% Polyester</p>";Talla única;;6.30;7.62;http://www.lenceriafinissima.com/images/stories/virtuemart/product/tap-06.jpg;Lencería Finíssima;2015-03-04 11:07:23
Activo;LFNSSM-TAP-12;Tapa pezones corazón dos;Complementos,Tapa Pezones;"100% Polyester";"<p>100% Polyester</p>";Talla única;;6.30;7.62;http://www.lenceriafinissima.com/images/stories/virtuemart/product/tap-12.jpg;Lencería Finíssima;2015-03-04 11:07:16
